"Country","Year","Elected","year1","year2","year3","year4","year5","year6"
"Singapore",2009,"n",1.12,1.12,1.04,1,1.16,1.07
"Slovak Republic",1984,"n",,,,,,
"Slovak Republic",1985,"n",,,,,,
"Slovak Republic",1986,"n",,,,,,
"Slovak Republic",1987,"n",,,,,,
"Slovak Republic",1988,"n",,,,,,
"Slovak Republic",1989,"n",,,,,,
"Slovak Republic",1990,"n",,,,,,
"Slovak Republic",1991,"n",,,,,,
"Slovak Republic",1992,"n",,,,,,1.08
"Slovak Republic",1993,"n",,,,,1.08,1.1
"Slovak Republic",1994,"n",,,,1.08,1.1,1.09
"Slovak Republic",1995,"n",,,1.08,1.1,1.09,1.06
"Slovak Republic",1996,"n",,1.08,1.1,1.09,1.06,1.06
"Slovak Republic",1997,"n",1.08,1.1,1.09,1.06,1.06,1.02
"Slovak Republic",1998,"n",1.1,1.09,1.06,1.06,1.02,1.04
"Slovak Republic",1999,"n",1.09,1.06,1.06,1.02,1.04,1.06
"Slovak Republic",2000,"n",1.06,1.06,1.02,1.04,1.06,1.06
"Slovak Republic",2001,"n",1.06,1.02,1.04,1.06,1.06,1.07
"Slovak Republic",2002,"n",1.02,1.04,1.06,1.06,1.07,1.08
"Slovak Republic",2003,"n",1.04,1.06,1.06,1.07,1.08,1.1
"Slovak Republic",2004,"n",1.06,1.06,1.07,1.08,1.1,1.12
"Slovak Republic",2005,"n",1.06,1.07,1.08,1.1,1.12,1.14
"Slovak Republic",2006,"y",1.07,1.08,1.1,1.12,1.14,1.08
"Slovak Republic",2007,"n",1.08,1.1,1.12,1.14,1.08,0.96
"Slovak Republic",2008,"n",1.1,1.12,1.14,1.08,0.96,1.05
"Slovak Republic",2009,"n",1.12,1.14,1.08,0.96,1.05,1.06
"Slovenia",1984,"n",,,,,,
"Slovenia",1985,"n",,,,,,
"Slovenia",1986,"n",,,,,,
"Slovenia",1987,"n",,,,,,
"Slovenia",1988,"n",,,,,,
"Slovenia",1989,"n",,,,,,
"Slovenia",1990,"n",,,,,,
"Slovenia",1991,"n",,,,,,1.05
"Slovenia",1992,"n",,,,,1.05,1.08
"Slovenia",1993,"n",,,,1.05,1.08,1.06
"Slovenia",1994,"n",,,1.05,1.08,1.06,1.06
"Slovenia",1995,"n",,1.05,1.08,1.06,1.06,1.07
"Slovenia",1996,"n",1.05,1.08,1.06,1.06,1.07,1.05
"Slovenia",1997,"n",1.08,1.06,1.06,1.07,1.05,1.07
"Slovenia",1998,"y",1.06,1.06,1.07,1.05,1.07,1.07
"Slovenia",1999,"n",1.06,1.07,1.05,1.07,1.07,1.05
"Slovenia",2000,"n",1.07,1.05,1.07,1.07,1.05,1.06
"Slovenia",2001,"n",1.05,1.07,1.07,1.05,1.06,1.05
"Slovenia",2002,"n",1.07,1.07,1.05,1.06,1.05,1.07
"Slovenia",2003,"n",1.07,1.05,1.06,1.05,1.07,1.07
"Slovenia",2004,"n",1.05,1.06,1.05,1.07,1.07,1.09
"Slovenia",2005,"n",1.06,1.05,1.07,1.07,1.09,1.1
"Slovenia",2006,"n",1.05,1.07,1.07,1.09,1.1,1.06
"Slovenia",2007,"n",1.07,1.07,1.09,1.1,1.06,0.93
"Slovenia",2008,"n",1.07,1.09,1.1,1.06,0.93,1.03
"Slovenia",2009,"n",1.09,1.1,1.06,0.93,1.03,1.02
"Solomon Islands",1984,"n",1.08,1.04,1.08,1.04,1,1.02
"Solomon Islands",1985,"n",1.04,1.08,1.04,1,1.02,1.12
"Solomon Islands",1986,"n",1.08,1.04,1,1.02,1.12,1.05
"Solomon Islands",1987,"n",1.04,1,1.02,1.12,1.05,1.08
"Solomon Islands",1988,"n",1,1.02,1.12,1.05,1.08,1.06
"Solomon Islands",1989,"n",1.02,1.12,1.05,1.08,1.06,1.1
"Solomon Islands",1990,"n",1.12,1.05,1.08,1.06,1.1,1.15
"Solomon Islands",1991,"n",1.05,1.08,1.06,1.1,1.15,1.06
"Solomon Islands",1992,"n",1.08,1.06,1.1,1.15,1.06,1.1
"Solomon Islands",1993,"n",1.06,1.1,1.15,1.06,1.1,1.12
"Solomon Islands",1994,"n",1.1,1.15,1.06,1.1,1.12,1.04
"Solomon Islands",1995,"n",1.15,1.06,1.1,1.12,1.04,1.01
"Solomon Islands",1996,"n",1.06,1.1,1.12,1.04,1.01,1.02
"Solomon Islands",1997,"n",1.1,1.12,1.04,1.01,1.02,1.01
"Solomon Islands",1998,"n",1.12,1.04,1.01,1.02,1.01,0.88
"Solomon Islands",1999,"n",1.04,1.01,1.02,1.01,0.88,0.94
"Solomon Islands",2000,"n",1.01,1.02,1.01,0.88,0.94,0.99
"Solomon Islands",2001,"n",1.02,1.01,0.88,0.94,0.99,1.09
"Solomon Islands",2002,"n",1.01,0.88,0.94,0.99,1.09,1.12
"Solomon Islands",2003,"n",0.88,0.94,0.99,1.09,1.12,1.14
"Solomon Islands",2004,"n",0.94,0.99,1.09,1.12,1.14,1.07
"Solomon Islands",2005,"n",0.99,1.09,1.12,1.14,1.07,1.09
"Solomon Islands",2006,"n",1.09,1.12,1.14,1.07,1.09,1.09
"Solomon Islands",2007,"n",1.12,1.14,1.07,1.09,1.09,0.96
"Solomon Islands",2008,"n",1.14,1.07,1.09,1.09,0.96,1.08
"Solomon Islands",2009,"n",1.07,1.09,1.09,0.96,1.08,1.12
"South Africa",1984,"n",1.15,1.06,1.02,1.09,1.02,1.02
"South Africa",1985,"n",1.06,1.02,1.09,1.02,1.02,1.05
"South Africa",1986,"n",1.02,1.09,1.02,1.02,1.05,1.08
"South Africa",1987,"n",1.09,1.02,1.02,1.05,1.08,1.06
"South Africa",1988,"n",1.02,1.02,1.05,1.08,1.06,1.04
"South Africa",1989,"n",1.02,1.05,1.08,1.06,1.04,1.02
"South Africa",1990,"n",1.05,1.08,1.06,1.04,1.02,1
"South Africa",1991,"n",1.08,1.06,1.04,1.02,1,1.03
"South Africa",1992,"n",1.06,1.04,1.02,1,1.03,1.05
"South Africa",1993,"n",1.04,1.02,1,1.03,1.05,1.05
"South Africa",1994,"n",1.02,1,1.03,1.05,1.05,1.06
"South Africa",1995,"n",1,1.03,1.05,1.05,1.06,1.04
"South Africa",1996,"n",1.03,1.05,1.05,1.06,1.04,1.02
"South Africa",1997,"n",1.05,1.05,1.06,1.04,1.02,1.04
"South Africa",1998,"n",1.05,1.06,1.04,1.02,1.04,1.06
"South Africa",1999,"n",1.06,1.04,1.02,1.04,1.06,1.05
"South Africa",2000,"n",1.04,1.02,1.04,1.06,1.05,1.05
"South Africa",2001,"n",1.02,1.04,1.06,1.05,1.05,1.05
"South Africa",2002,"n",1.04,1.06,1.05,1.05,1.05,1.08
"South Africa",2003,"n",1.06,1.05,1.05,1.05,1.08,1.09
"South Africa",2004,"n",1.05,1.05,1.05,1.08,1.09,1.09
"South Africa",2005,"n",1.05,1.05,1.08,1.09,1.09,1.09
"South Africa",2006,"n",1.05,1.08,1.09,1.09,1.09,1.06
"South Africa",2007,"y",1.08,1.09,1.09,1.09,1.06,1
"South Africa",2008,"n",1.09,1.09,1.09,1.06,1,1.04
"South Africa",2009,"n",1.09,1.09,1.06,1,1.04,1.05
"Spain",1984,"n",1.09,1.07,1.06,1.06,1.05,1.06
"Spain",1985,"n",1.07,1.06,1.06,1.05,1.06,1.09
"Spain",1986,"n",1.06,1.06,1.05,1.06,1.09,1.09
"Spain",1987,"n",1.06,1.05,1.06,1.09,1.09,1.09
"Spain",1988,"n",1.05,1.06,1.09,1.09,1.09,1.08
"Spain",1989,"n",1.06,1.09,1.09,1.09,1.08,1.06
"Spain",1990,"n",1.09,1.09,1.09,1.08,1.06,1.03
"Spain",1991,"n",1.09,1.09,1.08,1.06,1.03,1.01
"Spain",1992,"n",1.09,1.08,1.06,1.03,1.01,1.04
"Spain",1993,"y",1.08,1.06,1.03,1.01,1.04,1.06
"Spain",1994,"n",1.06,1.03,1.01,1.04,1.06,1.04
"Spain",1995,"n",1.03,1.01,1.04,1.06,1.04,1.06
"Spain",1996,"n",1.01,1.04,1.06,1.04,1.06,1.06
"Spain",1997,"n",1.04,1.06,1.04,1.06,1.06,1.06
"Spain",1998,"n",1.06,1.04,1.06,1.06,1.06,1.07
"Spain",1999,"n",1.04,1.06,1.06,1.06,1.07,1.06
"Spain",2000,"n",1.06,1.06,1.06,1.07,1.06,1.04
"Spain",2001,"n",1.06,1.06,1.07,1.06,1.04,1.05
"Spain",2002,"n",1.06,1.07,1.06,1.04,1.05,1.06
"Spain",2003,"y",1.07,1.06,1.04,1.05,1.06,1.07
"Spain",2004,"n",1.06,1.04,1.05,1.06,1.07,1.07
"Spain",2005,"n",1.04,1.05,1.06,1.07,1.07,1.06
"Spain",2006,"n",1.05,1.06,1.07,1.07,1.06,1.03
"Spain",2007,"n",1.06,1.07,1.07,1.06,1.03,0.97
"Spain",2008,"n",1.07,1.07,1.06,1.03,0.97,1.01
"Spain",2009,"n",1.07,1.06,1.03,0.97,1.01,1.03
"Sri Lanka",1984,"n",1.15,1.12,1.07,1.11,1.08,1.07
"Sri Lanka",1985,"n",1.12,1.07,1.11,1.08,1.07,1.04
"Sri Lanka",1986,"n",1.07,1.11,1.08,1.07,1.04,1.06
"Sri Lanka",1987,"n",1.11,1.08,1.07,1.04,1.06,1.06
"Sri Lanka",1988,"n",1.08,1.07,1.04,1.06,1.06,1.1
"Sri Lanka",1989,"n",1.07,1.04,1.06,1.06,1.1,1.08
"Sri Lanka",1990,"n",1.04,1.06,1.06,1.1,1.08,1.07
"Sri Lanka",1991,"n",1.06,1.06,1.1,1.08,1.07,1.09
"Sri Lanka",1992,"n",1.06,1.1,1.08,1.07,1.09,1.08
"Sri Lanka",1993,"n",1.1,1.08,1.07,1.09,1.08,1.08
"Sri Lanka",1994,"n",1.08,1.07,1.09,1.08,1.08,1.06
"Sri Lanka",1995,"n",1.07,1.09,1.08,1.08,1.06,1.08
"Sri Lanka",1996,"n",1.09,1.08,1.08,1.06,1.08,1.06
"Sri Lanka",1997,"n",1.08,1.08,1.06,1.08,1.06,1.06
"Sri Lanka",1998,"n",1.08,1.06,1.08,1.06,1.06,1.08
"Sri Lanka",1999,"n",1.06,1.08,1.06,1.06,1.08,1.01
"Sri Lanka",2000,"n",1.08,1.06,1.06,1.08,1.01,1.06
"Sri Lanka",2001,"n",1.06,1.06,1.08,1.01,1.06,1.08
"Sri Lanka",2002,"n",1.06,1.08,1.01,1.06,1.08,1.08
"Sri Lanka",2003,"n",1.08,1.01,1.06,1.08,1.08,1.1
"Sri Lanka",2004,"n",1.01,1.06,1.08,1.08,1.1,1.11
"Sri Lanka",2005,"n",1.06,1.08,1.08,1.1,1.11,1.1
"Sri Lanka",2006,"n",1.08,1.08,1.1,1.11,1.1,1.08
"Sri Lanka",2007,"n",1.08,1.1,1.11,1.1,1.08,1.05
"Sri Lanka",2008,"n",1.1,1.11,1.1,1.08,1.05,1.09
"Sri Lanka",2009,"n",1.11,1.1,1.08,1.05,1.09,1.11
"St. Kitts and Nevis",1984,"n",1.12,1.12,1.02,1.14,1.09,1.11
"St. Kitts and Nevis",1985,"n",1.12,1.02,1.14,1.09,1.11,1.11
"St. Kitts and Nevis",1986,"n",1.02,1.14,1.09,1.11,1.11,1.14
"St. Kitts and Nevis",1987,"n",1.14,1.09,1.11,1.11,1.14,1.1
"St. Kitts and Nevis",1988,"n",1.09,1.11,1.11,1.14,1.1,1.07
"St. Kitts and Nevis",1989,"n",1.11,1.11,1.14,1.1,1.07,1.06
"St. Kitts and Nevis",1990,"n",1.11,1.14,1.1,1.07,1.06,1.05
"St. Kitts and Nevis",1991,"n",1.14,1.1,1.07,1.06,1.05,1.08
"St. Kitts and Nevis",1992,"n",1.1,1.07,1.06,1.05,1.08,1.08
"St. Kitts and Nevis",1993,"n",1.07,1.06,1.05,1.08,1.08,1.05
"St. Kitts and Nevis",1994,"n",1.06,1.05,1.08,1.08,1.05,1.08
"St. Kitts and Nevis",1995,"n",1.05,1.08,1.08,1.05,1.08,1.09
"St. Kitts and Nevis",1996,"n",1.08,1.08,1.05,1.08,1.09,1.02
"St. Kitts and Nevis",1997,"n",1.08,1.05,1.08,1.09,1.02,1.05
"St. Kitts and Nevis",1998,"n",1.05,1.08,1.09,1.02,1.05,1.09
"St. Kitts and Nevis",1999,"n",1.08,1.09,1.02,1.05,1.09,1.08
"St. Kitts and Nevis",2000,"n",1.09,1.02,1.05,1.09,1.08,1.03
"St. Kitts and Nevis",2001,"n",1.02,1.05,1.09,1.08,1.03,0.98
"St. Kitts and Nevis",2002,"n",1.05,1.09,1.08,1.03,0.98,1.09
"St. Kitts and Nevis",2003,"n",1.09,1.08,1.03,0.98,1.09,1.03
"St. Kitts and Nevis",2004,"n",1.08,1.03,0.98,1.09,1.03,1.07
"St. Kitts and Nevis",2005,"n",1.03,0.98,1.09,1.03,1.07,1.08
"St. Kitts and Nevis",2006,"n",0.98,1.09,1.03,1.07,1.08,1.06
"St. Kitts and Nevis",2007,"n",1.09,1.03,1.07,1.08,1.06,0.95
"St. Kitts and Nevis",2008,"n",1.03,1.07,1.08,1.06,0.95,0.98
"St. Kitts and Nevis",2009,"n",1.07,1.08,1.06,0.95,0.98,1
"St. Lucia",1984,"n",1.15,1.08,1.08,1.11,1.12,1.18
"St. Lucia",1985,"n",1.08,1.08,1.11,1.12,1.18,1.04
"St. Lucia",1986,"n",1.08,1.11,1.12,1.18,1.04,1.19
"St. Lucia",1987,"n",1.11,1.12,1.18,1.04,1.19,1.12
"St. Lucia",1988,"n",1.12,1.18,1.04,1.19,1.12,1.15
"St. Lucia",1989,"n",1.18,1.04,1.19,1.12,1.15,1.03
"St. Lucia",1990,"n",1.04,1.19,1.12,1.15,1.03,1.11
"St. Lucia",1991,"n",1.19,1.12,1.15,1.03,1.11,1.05
"St. Lucia",1992,"n",1.12,1.15,1.03,1.11,1.05,1.04
"St. Lucia",1993,"n",1.15,1.03,1.11,1.05,1.04,1.04
"St. Lucia",1994,"n",1.03,1.11,1.05,1.04,1.04,1.04
"St. Lucia",1995,"n",1.11,1.05,1.04,1.04,1.04,1.02
"St. Lucia",1996,"n",1.05,1.04,1.04,1.04,1.02,1.05
"St. Lucia",1997,"n",1.04,1.04,1.04,1.02,1.05,1.05
"St. Lucia",1998,"n",1.04,1.04,1.02,1.05,1.05,1.02
"St. Lucia",1999,"n",1.04,1.02,1.05,1.05,1.02,0.98
"St. Lucia",2000,"n",1.02,1.05,1.05,1.02,0.98,1
"St. Lucia",2001,"n",1.05,1.05,1.02,0.98,1,1.07
"St. Lucia",2002,"n",1.05,1.02,0.98,1,1.07,1.12
"St. Lucia",2003,"n",1.02,0.98,1,1.07,1.12,1.07
"St. Lucia",2004,"n",0.98,1,1.07,1.12,1.07,1.11
"St. Lucia",2005,"n",1,1.07,1.12,1.07,1.11,1.04
"St. Lucia",2006,"n",1.07,1.12,1.07,1.11,1.04,1.08
"St. Lucia",2007,"n",1.12,1.07,1.11,1.04,1.08,1
"St. Lucia",2008,"n",1.07,1.11,1.04,1.08,1,1.05
"St. Lucia",2009,"n",1.11,1.04,1.08,1,1.05,1.02
"St. Vincent and the Grenadines",1984,"n",1.17,1.09,1.08,1.1,1.08,1.09
"St. Vincent and the Grenadines",1985,"n",1.09,1.08,1.1,1.08,1.09,1.08
"St. Vincent and the Grenadines",1986,"n",1.08,1.1,1.08,1.09,1.08,1.19
"St. Vincent and the Grenadines",1987,"n",1.1,1.08,1.09,1.08,1.19,1.07
"St. Vincent and the Grenadines",1988,"n",1.08,1.09,1.08,1.19,1.07,1.11
"St. Vincent and the Grenadines",1989,"n",1.09,1.08,1.19,1.07,1.11,1.05
"St. Vincent and the Grenadines",1990,"n",1.08,1.19,1.07,1.11,1.05,1.09
"St. Vincent and the Grenadines",1991,"n",1.19,1.07,1.11,1.05,1.09,1.04
"St. Vincent and the Grenadines",1992,"n",1.07,1.11,1.05,1.09,1.04,0.99
"St. Vincent and the Grenadines",1993,"n",1.11,1.05,1.09,1.04,0.99,1.11
"St. Vincent and the Grenadines",1994,"n",1.05,1.09,1.04,0.99,1.11,1.03
"St. Vincent and the Grenadines",1995,"n",1.09,1.04,0.99,1.11,1.03,1.05
"St. Vincent and the Grenadines",1996,"n",1.04,0.99,1.11,1.03,1.05,1.07
"St. Vincent and the Grenadines",1997,"n",0.99,1.11,1.03,1.05,1.07,1.05
"St. Vincent and the Grenadines",1998,"n",1.11,1.03,1.05,1.07,1.05,1.04
"St. Vincent and the Grenadines",1999,"n",1.03,1.05,1.07,1.05,1.04,1.04
"St. Vincent and the Grenadines",2000,"n",1.05,1.07,1.05,1.04,1.04,1.08
"St. Vincent and the Grenadines",2001,"n",1.07,1.05,1.04,1.04,1.08,1.09
"St. Vincent and the Grenadines",2002,"n",1.05,1.04,1.04,1.08,1.09,1.14
"St. Vincent and the Grenadines",2003,"n",1.04,1.04,1.08,1.09,1.14,1.06
"St. Vincent and the Grenadines",2004,"n",1.04,1.08,1.09,1.14,1.06,1.09
"St. Vincent and the Grenadines",2005,"n",1.08,1.09,1.14,1.06,1.09,1.06
"St. Vincent and the Grenadines",2006,"n",1.09,1.14,1.06,1.09,1.06,1.02
"St. Vincent and the Grenadines",2007,"n",1.14,1.06,1.09,1.06,1.02,0.99
"St. Vincent and the Grenadines",2008,"n",1.06,1.09,1.06,1.02,0.99,0.99
"St. Vincent and the Grenadines",2009,"n",1.09,1.06,1.02,0.99,0.99,1.02
"Sudan",1984,"n",1.16,1.1,1.02,0.98,1.02,1.12
"Sudan",1985,"n",1.1,1.02,0.98,1.02,1.12,1.1
"Sudan",1986,"n",1.02,0.98,1.02,1.12,1.1,1.08
"Sudan",1987,"n",0.98,1.02,1.12,1.1,1.08,1.05
"Sudan",1988,"n",1.02,1.12,1.1,1.08,1.05,1.02
"Sudan",1989,"n",1.12,1.1,1.08,1.05,1.02,1.14
"Sudan",1990,"n",1.1,1.08,1.05,1.02,1.14,0.98
"Sudan",1991,"n",1.08,1.05,1.02,1.14,0.98,1.09
"Sudan",1992,"n",1.05,1.02,1.14,0.98,1.09,1.04
"Sudan",1993,"n",1.02,1.14,0.98,1.09,1.04,1.05
"Sudan",1994,"n",1.14,0.98,1.09,1.04,1.05,1.08
"Sudan",1995,"n",0.98,1.09,1.04,1.05,1.08,1.12
"Sudan",1996,"n",1.09,1.04,1.05,1.08,1.12,1.05
"Sudan",1997,"n",1.04,1.05,1.08,1.12,1.05,1.06
"Sudan",1998,"n",1.05,1.08,1.12,1.05,1.06,1.13
"Sudan",1999,"n",1.08,1.12,1.05,1.06,1.13,1.09
"Sudan",2000,"n",1.12,1.05,1.06,1.13,1.09,1.08
"Sudan",2001,"n",1.05,1.06,1.13,1.09,1.08,1.1
"Sudan",2002,"n",1.06,1.13,1.09,1.08,1.1,1.08
"Sudan",2003,"n",1.13,1.09,1.08,1.1,1.08,1.07
"Sudan",2004,"n",1.09,1.08,1.1,1.08,1.07,1.14
"Sudan",2005,"n",1.08,1.1,1.08,1.07,1.14,1.15
"Sudan",2006,"n",1.1,1.08,1.07,1.14,1.15,1.05
"Sudan",2007,"n",1.08,1.07,1.14,1.15,1.05,1.04
"Sudan",2008,"n",1.07,1.14,1.15,1.05,1.04,1.06
"Sudan",2009,"n",1.14,1.15,1.05,1.04,1.06,0.98
"Suriname",1984,"n",1.11,0.99,0.99,1.01,1.02,1
"Suriname",1985,"n",0.99,0.99,1.01,1.02,1,0.94
"Suriname",1986,"n",0.99,1.01,1.02,1,0.94,1.15
"Suriname",1987,"n",1.01,1.02,1,0.94,1.15,1.06
"Suriname",1988,"n",1.02,1,0.94,1.15,1.06,1.02
"Suriname",1989,"n",1,0.94,1.15,1.06,1.02,1.06
"Suriname",1990,"n",0.94,1.15,1.06,1.02,1.06,1.02
"Suriname",1991,"n",1.15,1.06,1.02,1.06,1.02,0.95
"Suriname",1992,"n",1.06,1.02,1.06,1.02,0.95,1.05
"Suriname",1993,"n",1.02,1.06,1.02,0.95,1.05,1.03
"Suriname",1994,"n",1.06,1.02,0.95,1.05,1.03,1.03
"Suriname",1995,"n",1.02,0.95,1.05,1.03,1.03,1.08
"Suriname",1996,"n",0.95,1.05,1.03,1.03,1.08,1.03
"Suriname",1997,"n",1.05,1.03,1.03,1.08,1.03,1.01
"Suriname",1998,"n",1.03,1.03,1.08,1.03,1.01,1.02
"Suriname",1999,"n",1.03,1.08,1.03,1.01,1.02,1.07
"Suriname",2000,"n",1.08,1.03,1.01,1.02,1.07,1.04
"Suriname",2001,"n",1.03,1.01,1.02,1.07,1.04,1.09
"Suriname",2002,"n",1.01,1.02,1.07,1.04,1.09,1.14
"Suriname",2003,"n",1.02,1.07,1.04,1.09,1.14,1.12
"Suriname",2004,"n",1.07,1.04,1.09,1.14,1.12,1.08
"Suriname",2005,"n",1.04,1.09,1.14,1.12,1.08,1.08
"Suriname",2006,"n",1.09,1.14,1.12,1.08,1.08,1.06
"Suriname",2007,"n",1.14,1.12,1.08,1.08,1.06,1.05
"Suriname",2008,"n",1.12,1.08,1.08,1.06,1.05,1.06
"Suriname",2009,"n",1.08,1.08,1.06,1.05,1.06,1.07
"Swaziland",1984,"n",1.25,1.07,1.05,1.1,1.07,1.15
"Swaziland",1985,"n",1.07,1.05,1.1,1.07,1.15,1.18
"Swaziland",1986,"n",1.05,1.1,1.07,1.15,1.18,1.1
"Swaziland",1987,"n",1.1,1.07,1.15,1.18,1.1,1.17
"Swaziland",1988,"n",1.07,1.15,1.18,1.1,1.17,1.14
"Swaziland",1989,"n",1.15,1.18,1.1,1.17,1.14,1.05
"Swaziland",1990,"n",1.18,1.1,1.17,1.14,1.05,1.06
"Swaziland",1991,"n",1.1,1.17,1.14,1.05,1.06,1.05
"Swaziland",1992,"n",1.17,1.14,1.05,1.06,1.05,1.05
"Swaziland",1993,"n",1.14,1.05,1.06,1.05,1.05,1.07
"Swaziland",1994,"n",1.05,1.06,1.05,1.05,1.07,1.05
"Swaziland",1995,"n",1.06,1.05,1.05,1.07,1.05,1.05
"Swaziland",1996,"n",1.05,1.05,1.07,1.05,1.05,1.04
"Swaziland",1997,"n",1.05,1.07,1.05,1.05,1.04,1.04
"Swaziland",1998,"n",1.07,1.05,1.05,1.04,1.04,1.04
"Swaziland",1999,"n",1.05,1.05,1.04,1.04,1.04,1.03
"Swaziland",2000,"n",1.05,1.04,1.04,1.04,1.03,1.03
"Swaziland",2001,"n",1.04,1.04,1.04,1.03,1.03,1.06
"Swaziland",2002,"n",1.04,1.04,1.03,1.03,1.06,1.05
"Swaziland",2003,"n",1.04,1.03,1.03,1.06,1.05,1.06
"Swaziland",2004,"n",1.03,1.03,1.06,1.05,1.06,1.06
"Swaziland",2005,"n",1.03,1.06,1.05,1.06,1.06,1.06
"Swaziland",2006,"n",1.06,1.05,1.06,1.06,1.06,1.05
"Swaziland",2007,"n",1.05,1.06,1.06,1.06,1.05,1.02
"Swaziland",2008,"n",1.06,1.06,1.06,1.05,1.02,1.03
"Swaziland",2009,"n",1.06,1.06,1.05,1.02,1.03,1.02
"Sweden",1984,"n",1.09,1.07,1.06,1.08,1.05,1.05
"Sweden",1985,"n",1.07,1.06,1.08,1.05,1.05,1.06
"Sweden",1986,"n",1.06,1.08,1.05,1.05,1.06,1.06
"Sweden",1987,"n",1.08,1.05,1.05,1.06,1.06,1.07
"Sweden",1988,"n",1.05,1.05,1.06,1.06,1.07,1.05
"Sweden",1989,"n",1.05,1.06,1.06,1.07,1.05,1.02
"Sweden",1990,"n",1.06,1.06,1.07,1.05,1.02,1.01
"Sweden",1991,"n",1.06,1.07,1.05,1.02,1.01,1.01
"Sweden",1992,"n",1.07,1.05,1.02,1.01,1.01,1.06
"Sweden",1993,"n",1.05,1.02,1.01,1.01,1.06,1.06
"Sweden",1994,"n",1.02,1.01,1.01,1.06,1.06,1.04
"Sweden",1995,"n",1.01,1.01,1.06,1.06,1.04,1.05
"Sweden",1996,"n",1.01,1.06,1.06,1.04,1.05,1.05
"Sweden",1997,"y",1.06,1.06,1.04,1.05,1.05,1.06
"Sweden",1998,"n",1.06,1.04,1.05,1.05,1.06,1.07
"Sweden",1999,"n",1.04,1.05,1.05,1.06,1.07,1.04
"Sweden",2000,"n",1.05,1.05,1.06,1.07,1.04,1.04
"Sweden",2001,"n",1.05,1.06,1.07,1.04,1.04,1.05
"Sweden",2002,"n",1.06,1.07,1.04,1.04,1.05,1.06
"Sweden",2003,"n",1.07,1.04,1.04,1.05,1.06,1.06
"Sweden",2004,"n",1.04,1.04,1.05,1.06,1.06,1.08
"Sweden",2005,"n",1.04,1.05,1.06,1.06,1.08,1.06
"Sweden",2006,"n",1.05,1.06,1.06,1.08,1.06,1.01
"Sweden",2007,"n",1.06,1.06,1.08,1.06,1.01,0.96
"Sweden",2008,"n",1.06,1.08,1.06,1.01,0.96,1.07
"Sweden",2009,"n",1.08,1.06,1.01,0.96,1.07,1.06
"Switzerland",1984,"n",1.11,1.05,1.05,1.07,1.07,1.04
"Switzerland",1985,"n",1.05,1.05,1.07,1.07,1.04,1.05
"Switzerland",1986,"n",1.05,1.07,1.07,1.04,1.05,1.07
"Switzerland",1987,"n",1.07,1.07,1.04,1.05,1.07,1.08
"Switzerland",1988,"n",1.07,1.04,1.05,1.07,1.08,1.08
"Switzerland",1989,"n",1.04,1.05,1.07,1.08,1.08,1.03
"Switzerland",1990,"n",1.05,1.07,1.08,1.08,1.03,1.02
"Switzerland",1991,"n",1.07,1.08,1.08,1.03,1.02,1.02
"Switzerland",1992,"n",1.08,1.08,1.03,1.02,1.02,1.03
"Switzerland",1993,"n",1.08,1.03,1.02,1.02,1.03,1.02
"Switzerland",1994,"n",1.03,1.02,1.02,1.03,1.02,1.03
"Switzerland",1995,"n",1.02,1.02,1.03,1.02,1.03,1.04
"Switzerland",1996,"n",1.02,1.03,1.02,1.03,1.04,1.04
"Switzerland",1997,"n",1.03,1.02,1.03,1.04,1.04,1.03
"Switzerland",1998,"n",1.02,1.03,1.04,1.04,1.03,1.06
"Switzerland",1999,"n",1.03,1.04,1.04,1.03,1.06,1.03
"Switzerland",2000,"n",1.04,1.04,1.03,1.06,1.03,1.02
"Switzerland",2001,"n",1.04,1.03,1.06,1.03,1.02,1.02
"Switzerland",2002,"n",1.03,1.06,1.03,1.02,1.02,1.05
"Switzerland",2003,"n",1.06,1.03,1.02,1.02,1.05,1.05
"Switzerland",2004,"n",1.03,1.02,1.02,1.05,1.05,1.07
"Switzerland",2005,"n",1.02,1.02,1.05,1.05,1.07,1.07
"Switzerland",2006,"n",1.02,1.05,1.05,1.07,1.07,1.04
"Switzerland",2007,"n",1.05,1.05,1.07,1.07,1.04,0.99
"Switzerland",2008,"n",1.05,1.07,1.07,1.04,0.99,1.04
"Switzerland",2009,"n",1.07,1.07,1.04,0.99,1.04,1.04
"Syrian Arab Republic",1984,"n",1.19,1.09,1.06,0.97,1.11,0.97
"Syrian Arab Republic",1985,"n",1.09,1.06,0.97,1.11,0.97,1.04
"Syrian Arab Republic",1986,"n",1.06,0.97,1.11,0.97,1.04,1.17
"Syrian Arab Republic",1987,"n",0.97,1.11,0.97,1.04,1.17,0.97
"Syrian Arab Republic",1988,"n",1.11,0.97,1.04,1.17,0.97,1.15
"Syrian Arab Republic",1989,"n",0.97,1.04,1.17,0.97,1.15,1.15
"Syrian Arab Republic",1990,"n",1.04,1.17,0.97,1.15,1.15,1.16
"Syrian Arab Republic",1991,"n",1.17,0.97,1.15,1.15,1.16,1.1
"Syrian Arab Republic",1992,"n",0.97,1.15,1.15,1.16,1.1,1.08
"Syrian Arab Republic",1993,"n",1.15,1.15,1.16,1.1,1.08,1.08
"Syrian Arab Republic",1994,"n",1.15,1.16,1.1,1.08,1.08,1.05
